M/Z,INTENSITY
58.0965,4.00E+00
58.0998,0.00E+00
58.2464,0.00E+00
58.2497,4.50E+01
58.253,5.00E+00
58.2564,1.10E+01
58.2597,4.00E+00
58.263,0.00E+00
58.4198,0.00E+00
58.4232,9.00E+00
58.4265,9.00E+00
58.4298,0.00E+00
58.6169,0.00E+00
58.6203,8.00E+00
58.6236,1.70E+01
58.627,0.00E+00
58.6805,0.00E+00
58.6838,9.00E+00
58.6872,4.00E+00
58.6905,0.00E+00
58.7039,0.00E+00
58.7073,1.90E+01
58.7106,0.00E+00
58.8345,0.00E+00
58.8378,1.40E+01
58.8412,0.00E+00
58.8479,0.00E+00
58.8512,9.00E+00
58.8546,4.00E+00
58.8579,0.00E+00
58.9283,0.00E+00
58.9317,2.60E+01
58.935,1.60E+01
58.9384,0.00E+00
59.0055,0.00E+00
59.0088,1.80E+01
59.0122,1.13E+02
59.0155,1.53E+02
59.0189,7.60E+01
59.0222,5.00E+00
59.0256,0.00E+00
59.0424,0.00E+00
59.0457,9.40E+01
59.0491,7.30E+02
59.0524,8.27E+02
59.0558,1.05E+02
59.0592,7.50E+01
59.0625,0.00E+00
59.1196,0.00E+00
59.1229,4.00E+00
59.1263,9.00E+00
59.1297,0.00E+00
59.1565,0.00E+00
59.1599,5.00E+00
59.1632,2.20E+01
59.1666,0.00E+00
59.1767,0.00E+00
59.18,2.70E+01
59.1834,0.00E+00
59.6514,0.00E+00
59.6547,2.00E+00
59.6581,1.60E+01
59.6615,0.00E+00
59.8337,0.00E+00
59.837,1.50E+01
59.8404,4.00E+00
59.8438,0.00E+00
59.8843,0.00E+00
59.8877,1.60E+01
59.8911,4.10E+01
59.8945,0.00E+00
60.0501,0.00E+00
60.0534,9.00E+00
60.0568,9.00E+00
60.0602,0.00E+00
60.5486,0.00E+00
60.552,4.00E+00
60.5554,1.50E+01
60.5588,0.00E+00
60.7391,0.00E+00
60.7425,2.50E+01
60.7459,0.00E+00
60.9196,0.00E+00
60.923,4.00E+00
60.9264,1.50E+01
60.9298,2.00E+00
60.9332,1.60E+01
60.9367,0.00E+00
61.0151,0.00E+00
61.0185,1.20E+01
61.0219,1.20E+01
61.0253,9.00E+00
61.0287,4.00E+01
61.0322,7.20E+01
61.0356,2.90E+01
61.039,0.00E+00
61.0526,0.00E+00
61.056,2.30E+01
61.0595,2.00E+00
61.0629,0.00E+00
61.138,0.00E+00
61.1414,5.00E+00
61.1448,1.10E+01
61.1482,0.00E+00
61.3636,0.00E+00
61.367,4.00E+00
61.3704,9.00E+00
61.3738,0.00E+00
61.4834,0.00E+00
61.4868,2.10E+01
61.4902,6.50E+01
61.4936,0.00E+00
61.6822,0.00E+00
61.6856,1.50E+01
61.689,4.00E+00
61.6925,0.00E+00
61.8813,0.00E+00
61.8847,2.00E+00
61.8881,3.80E+01
61.8916,0.00E+00
62.0153,0.00E+00
62.0188,4.00E+01
62.0222,6.00E+00
62.0257,0.00E+00
62.1392,0.00E+00
62.1427,4.00E+00
62.1461,9.00E+00
62.1495,0.00E+00
62.4805,0.00E+00
62.484,2.10E+01
62.4874,3.00E+00
62.4909,0.00E+00
62.5772,0.00E+00
62.5807,3.40E+01
62.5841,5.00E+00
62.5876,0.00E+00
62.7259,0.00E+00
62.7293,5.00E+00
62.7328,1.10E+01
62.7362,0.00E+00
62.9301,0.00E+00
62.9336,1.50E+01
62.937,4.00E+00
62.9405,0.00E+00
63.0133,0.00E+00
63.0168,5.00E+00
63.0202,5.70E+01
63.0237,4.20E+01
63.0272,4.20E+01
63.0306,6.00E+00
63.0341,0.00E+00
63.0792,0.00E+00
63.0827,2.00E+01
63.0861,0.00E+00
63.1625,0.00E+00
63.1659,7.00E+00
63.1694,1.60E+01
63.1729,0.00E+00
63.2354,0.00E+00
63.2388,1.20E+01
63.2423,1.00E+01
63.2458,0.00E+00
63.357,0.00E+00
63.3605,1.60E+01
63.3639,8.00E+00
63.3674,0.00E+00
63.3987,0.00E+00
63.4022,7.00E+00
63.4057,1.60E+01
63.4091,0.00E+00
63.5936,0.00E+00
63.5971,1.20E+01
63.6006,8.00E+00
63.6041,0.00E+00
63.8167,0.00E+00
63.8202,1.10E+01
63.8237,5.00E+00
63.8272,0.00E+00
63.8691,0.00E+00
63.8725,1.40E+01
63.876,5.00E+00
63.8795,0.00E+00
64.1066,0.00E+00
64.1101,6.30E+01
64.1136,1.00E+00
64.1171,0.00E+00
64.2221,0.00E+00
64.2256,1.80E+01
64.2291,4.00E+00
64.2326,0.00E+00
64.3026,0.00E+00
64.3061,3.00E+00
64.3096,2.30E+01
64.3131,0.00E+00
64.4848,0.00E+00
64.4883,2.30E+01
64.4919,1.40E+01
64.4954,0.00E+00
64.541,0.00E+00
64.5445,4.00E+00
64.548,1.10E+01
64.5515,0.00E+00
64.6357,0.00E+00
64.6393,2.80E+01
64.6428,2.20E+01
64.6463,0.00E+00
64.7482,0.00E+00
64.7517,9.00E+00
64.7552,1.40E+01
64.7587,0.00E+00
64.7833,0.00E+00
64.7868,7.00E+00
64.7903,1.00E+01
64.7938,0.00E+00
64.7974,0.00E+00
64.8009,2.30E+01
64.8044,2.30E+01
64.8079,0.00E+00
65.0261,0.00E+00
65.0296,6.90E+01
65.0331,1.31E+02
65.0367,6.21E+02
65.0402,1.56E+03
65.0437,9.23E+02
65.0472,3.14E+02
65.0507,9.90E+01
65.0543,0.00E+00
65.0648,0.00E+00
65.0684,2.00E+00
65.0719,2.60E+01
65.0754,0.00E+00
65.093,0.00E+00
65.0965,1.60E+01
65.1001,4.00E+00
65.1036,0.00E+00
65.347,0.00E+00
65.3505,2.00E+00
65.354,2.20E+01
65.3576,0.00E+00
65.3893,0.00E+00
65.3929,1.90E+01
65.3964,0.00E+00
65.4777,0.00E+00
65.4812,4.00E+00
65.4847,3.00E+01
65.4883,0.00E+00
65.5802,0.00E+00
65.5837,7.00E+00
65.5873,7.00E+00
65.5908,0.00E+00
65.7465,0.00E+00
65.7501,9.00E+00
65.7536,9.00E+00
65.7572,0.00E+00
65.9379,0.00E+00
65.9415,1.10E+01
65.945,4.00E+00
65.9485,0.00E+00
65.9627,0.00E+00
65.9663,8.00E+00
65.9698,1.90E+01
65.9734,0.00E+00
66.0337,0.00E+00
66.0372,1.60E+01
66.0408,4.80E+01
66.0443,1.26E+02
66.0479,1.16E+02
66.0514,1.20E+01
66.055,0.00E+00
66.1971,0.00E+00
66.2006,4.00E+00
66.2042,9.00E+00
66.2077,0.00E+00
66.4353,0.00E+00
66.4389,2.90E+01
66.4425,0.00E+00
66.5921,0.00E+00
66.5956,3.60E+01
66.5992,1.70E+01
66.6028,0.00E+00
66.6099,0.00E+00
66.6135,2.50E+01
66.617,1.20E+01
66.6206,0.00E+00
66.6598,0.00E+00
66.6634,7.00E+00
66.6669,3.00E+01
66.6705,4.50E+01
66.6741,7.00E+00
66.6776,0.00E+00
66.749,0.00E+00
66.7526,3.00E+01
66.7561,3.00E+00
66.7597,0.00E+00
66.8847,0.00E+00
66.8882,2.00E+00
66.8918,2.00E+01
66.8954,0.00E+00
67.0097,0.00E+00
67.0133,8.90E+01
67.0169,4.85E+02
67.0204,8.44E+02
67.024,2.32E+02
67.0276,1.80E+01
67.0312,8.00E+00
67.0348,1.10E+01
67.0383,0.00E+00
67.0455,0.00E+00
67.0491,1.70E+02
67.0526,1.88E+03
67.0562,3.28E+03
67.0598,1.49E+03
67.0634,3.09E+02
67.0669,5.60E+01
67.0705,9.00E+00
67.0741,9.00E+00
67.0777,0.00E+00
67.2495,0.00E+00
67.2531,1.10E+01
67.2566,5.00E+00
67.2602,0.00E+00
67.5399,0.00E+00
67.5435,9.00E+00
67.5471,6.00E+00
67.5507,0.00E+00
67.7842,0.00E+00
67.7878,4.40E+01
67.7914,4.00E+00
67.795,0.00E+00
67.8741,0.00E+00
67.8777,9.00E+00
67.8813,2.00E+01
67.8849,0.00E+00
67.9569,0.00E+00
67.9605,2.00E+00
67.9641,1.70E+01
67.9677,0.00E+00
67.9857,0.00E+00
67.9893,8.00E+00
67.9929,1.20E+01
67.9965,0.00E+00
68.0145,0.00E+00
68.0181,6.70E+01
68.0217,2.22E+02
68.0253,1.14E+03
68.0289,1.20E+03
68.0325,2.39E+02
68.0361,4.00E+00
68.0397,0.00E+00
68.0469,0.00E+00
68.0505,5.00E+00
68.0541,3.60E+01
68.0577,1.44E+02
68.0613,2.05E+02
68.0649,3.80E+01
68.0686,1.20E+01
68.0722,6.10E+01
68.0758,0.00E+00
68.3318,0.00E+00
68.3355,1.90E+01
68.3391,0.00E+00
68.3499,0.00E+00
68.3535,5.00E+00
68.3571,2.30E+01
68.3607,4.00E+00
68.3643,0.00E+00
68.3824,0.00E+00
68.386,1.80E+01
68.3896,4.00E+00
68.3932,0.00E+00
68.4438,0.00E+00
68.4474,1.10E+01
68.451,4.00E+00
68.4547,0.00E+00
68.6029,0.00E+00
68.6065,1.60E+01
68.6101,0.00E+00
68.6318,0.00E+00
68.6355,1.00E+01
68.6391,1.40E+01
68.6427,0.00E+00
68.918,0.00E+00
68.9216,1.50E+01
68.9252,4.00E+00
68.9288,0.00E+00
68.9434,0.00E+00
68.947,3.00E+00
68.9506,1.20E+01
68.9542,0.00E+00
68.9905,0.00E+00
68.9941,2.59E+02
68.9978,6.50E+02
69.0014,3.99E+02
69.005,1.01E+02
69.0086,4.00E+00
69.0123,0.00E+00
69.0195,0.00E+00
69.0232,1.40E+01
69.0268,8.30E+01
69.0304,1.29E+03
69.034,4.35E+03
69.0377,3.59E+03
69.0413,7.10E+02
69.0449,1.30E+02
69.0486,1.50E+01
69.0522,0.00E+00
69.0558,1.10E+01
69.0594,4.00E+00
69.0631,7.00E+00
69.0667,1.27E+02
69.0703,4.08E+02
69.074,3.95E+02
69.0776,1.90E+01
69.0812,0.00E+00
69.0849,0.00E+00
69.0885,2.00E+01
69.0921,7.00E+00
69.0957,0.00E+00
69.1575,0.00E+00
69.1611,8.00E+00
69.1647,8.00E+00
69.1684,0.00E+00
69.4702,0.00E+00
69.4738,1.00E+01
69.4775,2.70E+01
69.4811,0.00E+00
69.4847,1.60E+01
69.4884,2.00E+00
69.492,0.00E+00
69.6705,0.00E+00
69.6742,2.00E+01
69.6778,5.00E+00
69.6815,0.00E+00
69.8128,0.00E+00
69.8164,1.50E+01
69.8201,0.00E+00
69.9698,0.00E+00
69.9734,9.00E+00
69.9771,6.00E+00
69.9808,0.00E+00
69.9917,0.00E+00
69.9954,9.00E+00
69.999,6.00E+00
70.0027,0.00E+00
70.0063,1.60E+01
70.01,4.00E+00
70.0136,0.00E+00
70.0283,0.00E+00
70.0319,2.50E+01
70.0356,1.88E+02
70.0392,5.11E+02
70.0429,1.74E+02
70.0465,2.80E+01
70.0502,2.50E+01
70.0538,0.00E+00
70.0685,0.00E+00
70.0721,1.80E+01
70.0758,4.00E+00
70.0794,0.00E+00
70.3283,0.00E+00
70.3319,2.00E+00
70.3356,3.20E+01
70.3393,0.00E+00
70.5189,0.00E+00
70.5225,9.00E+00
70.5262,1.50E+01
70.5299,0.00E+00
70.8126,0.00E+00
70.8163,1.20E+01
70.8199,3.00E+00
70.8236,0.00E+00
70.8346,0.00E+00
70.8383,4.00E+00
70.842,9.00E+00
70.8457,0.00E+00
71.0038,0.00E+00
71.0075,1.20E+01
71.0112,9.20E+01
71.0149,1.58E+02
71.0185,1.09E+02
71.0222,2.40E+01
71.0259,0.00E+00
71.0333,0.00E+00
71.0369,7.00E+00
71.0406,3.40E+01
71.0443,1.56E+02
71.048,1.16E+03
71.0517,1.66E+03
71.0554,6.30E+02
71.059,5.30E+01
71.0627,1.70E+01
71.0664,0.00E+00
71.0701,0.00E+00
71.0738,2.50E+01
71.0774,1.10E+01
71.0811,7.00E+00
71.0848,0.00E+00
71.1511,0.00E+00
71.1548,2.80E+01
71.1585,0.00E+00
71.1695,0.00E+00
71.1732,1.50E+01
71.1769,2.00E+00
71.1806,0.00E+00
71.2506,0.00E+00
71.2543,4.30E+01
71.258,4.20E+01
71.2617,0.00E+00
71.3059,0.00E+00
71.3096,4.00E+00
71.3133,2.20E+01
71.317,0.00E+00
71.3834,0.00E+00
71.3871,1.90E+01
71.3908,1.20E+01
71.3945,0.00E+00
71.5606,0.00E+00
71.5643,9.00E+00
71.568,4.00E+00
71.5717,0.00E+00
71.6419,0.00E+00
71.6456,4.80E+01
71.6493,1.20E+01
71.653,0.00E+00
72.0084,0.00E+00
72.0121,9.00E+00
72.0158,4.00E+00
72.0195,0.00E+00
72.0417,0.00E+00
72.0454,5.00E+00
72.0491,4.10E+01
72.0528,1.59E+02
72.0566,6.50E+01
72.0603,0.00E+00
72.2272,0.00E+00
72.2309,5.00E+00
72.2346,1.80E+01
72.2383,0.00E+00
72.32,0.00E+00
72.3237,2.20E+01
72.3275,2.50E+01
72.3312,0.00E+00
73.005,0.00E+00
73.0088,4.00E+00
73.0125,1.10E+01
73.0162,0.00E+00
73.02,4.00E+00
73.0237,3.80E+01
73.0274,9.00E+00
73.0312,4.00E+00
73.0349,0.00E+00
73.0498,0.00E+00
73.0536,6.00E+01
73.0573,2.10E+01
73.061,4.00E+01
73.0648,2.63E+02
73.0685,2.60E+02
73.0722,8.40E+01
73.076,1.00E+01
73.0797,0.00E+00
73.2366,0.00E+00
73.2403,7.00E+00
73.2441,7.00E+00
73.2478,0.00E+00
73.4498,0.00E+00
73.4535,1.00E+01
73.4573,1.10E+01
73.461,0.00E+00
73.6483,0.00E+00
73.6521,9.00E+00
73.6558,6.00E+00
73.6596,0.00E+00
73.9935,0.00E+00
73.9973,3.00E+00
74.0011,3.00E+01
74.0048,0.00E+00
74.0086,0.00E+00
74.0123,1.30E+01
74.0161,1.00E+02
74.0198,6.10E+01
74.0236,0.00E+00
74.0612,0.00E+00
74.0649,7.00E+00
74.0687,3.80E+01
74.0724,0.00E+00
74.095,0.00E+00
74.0988,1.20E+01
74.1025,1.00E+01
74.1063,0.00E+00
74.2417,0.00E+00
74.2455,3.00E+00
74.2492,1.50E+01
74.253,0.00E+00
74.2831,0.00E+00
74.2869,2.00E+01
74.2906,9.00E+00
74.2944,0.00E+00
74.3095,0.00E+00
74.3132,3.80E+01
74.317,4.00E+00
74.3207,0.00E+00
74.4149,0.00E+00
74.4187,9.00E+00
74.4224,9.00E+00
74.4262,0.00E+00
74.528,0.00E+00
74.5318,1.00E+01
74.5355,1.40E+01
74.5393,0.00E+00
74.9471,0.00E+00
74.9509,1.80E+01
74.9546,4.00E+00
74.9584,0.00E+00
74.9735,0.00E+00
74.9773,3.80E+01
74.9811,3.00E+00
74.9849,0.00E+00
75.0076,0.00E+00
75.0114,1.30E+01
75.0152,0.00E+00
75.0189,0.00E+00
75.0227,6.00E+01
75.0265,2.50E+01
75.0303,2.90E+01
75.0341,0.00E+00
75.0379,0.00E+00
75.0416,1.50E+01
75.0454,1.21E+02
75.0492,6.00E+01
75.053,0.00E+00
75.0833,0.00E+00
75.087,1.20E+01
75.0908,2.10E+01
75.0946,0.00E+00
75.1931,0.00E+00
75.1968,8.00E+00
75.2006,8.00E+00
75.2044,0.00E+00
75.3067,0.00E+00
75.3105,2.90E+01
75.3143,0.00E+00
75.3181,0.00E+00
75.3219,1.30E+01
75.3257,0.00E+00
75.3901,0.00E+00
75.3939,1.50E+01
75.3977,0.00E+00
75.4622,0.00E+00
75.466,3.20E+01
75.4698,5.00E+00
75.4736,0.00E+00
75.6596,0.00E+00
75.6634,2.10E+01
75.6672,0.00E+00
75.7052,0.00E+00
75.709,1.10E+01
75.7128,4.00E+00
75.7166,0.00E+00
75.8345,0.00E+00
75.8383,3.60E+01
75.8421,0.00E+00
75.922,0.00E+00
75.9258,2.00E+00
75.9296,2.20E+01
75.9334,0.00E+00
76.0247,0.00E+00
76.0285,2.40E+01
76.0324,3.00E+01
76.0362,3.40E+01
76.04,1.00E+00
76.0438,1.80E+01
76.0476,2.00E+00
76.0514,0.00E+00
76.0781,0.00E+00
76.0819,1.90E+01
76.0857,4.00E+01
76.0895,0.00E+00
76.0933,0.00E+00
76.0971,2.10E+01
76.1009,1.60E+01
76.1047,1.20E+01
76.1085,3.00E+00
76.1124,0.00E+00
76.6658,0.00E+00
76.6697,1.50E+01
76.6735,1.10E+01
76.6773,0.00E+00
76.6888,0.00E+00
76.6926,4.00E+00
76.6964,3.90E+01
76.7003,6.00E+00
76.7041,0.00E+00
76.7079,1.10E+01
76.7117,1.60E+01
76.7156,1.80E+01
76.7194,0.00E+00
76.9453,0.00E+00
76.9491,6.30E+01
76.9529,3.00E+00
76.9568,0.00E+00
77.0181,0.00E+00
77.0219,2.50E+01
77.0257,1.40E+01
77.0296,6.20E+01
77.0334,1.01E+03
77.0372,6.49E+03
77.0411,8.49E+03
77.0449,3.68E+03
77.0487,4.08E+02
77.0526,1.60E+01
77.0564,0.00E+00
77.0756,0.00E+00
77.0794,9.00E+00
77.0832,4.00E+00
77.0871,0.00E+00
77.1523,0.00E+00
77.1561,8.00E+00
77.16,1.05E+02
77.1638,3.80E+01
77.1676,1.90E+01
77.1715,0.00E+00
77.3365,0.00E+00
77.3404,5.00E+00
77.3442,1.10E+01
77.348,0.00E+00
77.5671,0.00E+00
77.571,8.00E+00
77.5748,8.00E+00
77.5787,0.00E+00
77.5825,0.00E+00
77.5864,2.60E+01
77.5902,2.00E+00
77.5941,0.00E+00
77.8135,0.00E+00
77.8174,6.00E+00
77.8212,1.30E+01
77.8251,0.00E+00
77.8289,3.20E+01
77.8328,4.00E+00
77.8366,0.00E+00
77.8405,0.00E+00
77.8443,1.50E+01
77.8482,2.00E+00
77.8521,0.00E+00
77.9253,0.00E+00
77.9291,5.00E+00
77.933,1.10E+01
77.9369,0.00E+00
77.9561,0.00E+00
77.96,9.00E+00
77.9639,6.00E+00
77.9677,0.00E+00
78.0063,0.00E+00
78.0101,1.30E+01
78.014,8.00E+00
78.0178,0.00E+00
78.0333,0.00E+00
78.0371,1.28E+02
78.041,5.71E+02
78.0449,1.06E+03
78.0487,6.40E+02
78.0526,5.20E+01
78.0564,0.00E+00
78.1027,0.00E+00
78.1066,4.50E+01
78.1105,1.00E+01
78.1143,0.00E+00
78.1375,0.00E+00
78.1413,1.20E+01
78.1452,1.20E+01
78.1491,0.00E+00
78.2109,0.00E+00
78.2147,5.00E+00
78.2186,2.20E+01
78.2224,0.00E+00
78.2533,0.00E+00
78.2572,9.00E+00
78.2611,1.30E+01
78.2649,2.80E+01
78.2688,0.00E+00
78.3306,0.00E+00
78.3345,3.00E+00
78.3384,1.30E+01
78.3422,0.00E+00
78.5356,0.00E+00
78.5395,6.00E+00
78.5434,1.30E+01
78.5472,0.00E+00
78.5511,2.60E+01
78.555,6.00E+00
78.5589,0.00E+00
78.7332,0.00E+00
78.737,6.00E+00
78.7409,4.20E+01
78.7448,0.00E+00
78.8417,0.00E+00
78.8456,2.20E+01
78.8495,2.00E+00
78.8533,0.00E+00
79.0124,0.00E+00
79.0163,4.50E+01
79.0202,1.27E+02
79.0241,6.30E+01
79.028,9.40E+01
79.0318,1.50E+01
79.0357,0.00E+00
79.0396,7.00E+01
79.0435,8.70E+01
79.0474,4.80E+02
79.0513,5.42E+03
79.0551,1.57E+04
79.059,1.16E+04
79.0629,2.78E+03
79.0668,2.62E+02
79.0707,0.00E+00
79.1717,0.00E+00
79.1756,4.00E+00
79.1795,9.00E+00
79.1833,0.00E+00
79.2922,0.00E+00
79.2961,1.20E+01
79.3,8.00E+00
79.3039,0.00E+00
79.3155,0.00E+00
79.3194,3.00E+01
79.3233,1.00E+00
79.3272,0.00E+00
79.3311,5.00E+00
79.335,1.10E+01
79.3389,0.00E+00
79.4128,0.00E+00
79.4167,5.00E+00
79.4206,3.60E+01
79.4245,4.00E+01
79.4284,2.50E+01
79.4323,0.00E+00
79.5062,0.00E+00
79.5101,1.70E+01
79.514,0.00E+00
79.5257,0.00E+00
79.5296,2.00E+00
79.5335,1.90E+01
79.5374,0.00E+00
79.6855,0.00E+00
79.6894,1.80E+01
79.6933,5.00E+00
79.6972,0.00E+00
79.7089,0.00E+00
79.7128,6.00E+00
79.7167,9.00E+00
79.7206,0.00E+00
79.7557,0.00E+00
79.7596,1.40E+01
79.7635,3.00E+01
79.7674,7.00E+00
79.7713,0.00E+00
79.7791,0.00E+00
79.783,4.00E+00
79.7869,1.10E+01
79.7908,0.00E+00
79.7947,1.30E+01
79.7986,3.00E+00
79.8025,0.00E+00
79.8064,1.40E+01
79.8103,6.00E+00
79.8142,0.00E+00
79.9352,0.00E+00
79.9391,4.00E+00
79.943,9.00E+00
79.9469,0.00E+00
79.986,0.00E+00
79.9899,4.00E+00
79.9938,9.00E+00
79.9977,0.00E+00
80.0172,0.00E+00
80.0211,8.00E+00
80.025,7.00E+01
80.0289,9.80E+01
80.0328,1.50E+01
80.0367,4.80E+01
80.0406,2.90E+01
80.0446,0.00E+00
80.0485,6.00E+00
80.0524,1.65E+02
80.0563,8.17E+02
80.0602,1.84E+03
80.0641,1.39E+03
80.068,6.80E+02
80.0719,6.40E+01
80.0758,0.00E+00
80.1266,0.00E+00
80.1306,1.20E+01
80.1345,1.30E+01
80.1384,0.00E+00
80.2166,0.00E+00
80.2205,8.00E+00
80.2244,1.30E+01
80.2283,0.00E+00
80.244,0.00E+00
80.2479,1.70E+01
80.2518,3.20E+01
80.2557,0.00E+00
80.2831,0.00E+00
80.287,1.00E+01
80.2909,1.70E+01
80.2948,0.00E+00
80.3418,0.00E+00
80.3457,3.30E+01
80.3496,1.00E+00
80.3536,0.00E+00
80.4593,0.00E+00
80.4632,1.60E+01
80.4671,0.00E+00
80.4867,0.00E+00
80.4906,2.00E+01
80.4946,3.00E+00
80.4985,0.00E+00
80.5024,4.90E+01
